"code","description_nl","name_en","name"
"30110",Bouw van civiele schepen en drijvend materieel,Other transport & logistics,Transport & logistics
"30120",Bouw van plezier- en sportvaartuigen,Other transport & logistics,Transport & logistics
"30130",Bouw van militaire schepen en vaartuigen,Other transport & logistics,Transport & logistics
"30200",Vervaardiging van locomotieven en ander rollend materieel voor spoorwegen,Other transport & logistics,Transport & logistics
"30310",Vervaardiging van civiele lucht- en ruimtevaartuigen en van toestellen in verband daarmee,Other transport & logistics,Transport & logistics
"30320",Vervaardiging van militaire lucht- en ruimtevaartuigen en van toestellen in verband daarmee,Other transport & logistics,Transport & logistics
"30400",Vervaardiging van militaire gevechtsvoertuigen,Production of vehicles,Automotive
"30910",Vervaardiging van motorfietsen,Production of vehicles,Automotive
"30920",Vervaardiging van fietsen en invalidenwagens,Production of vehicles,Automotive
"30990","Vervaardiging van andere transportmiddelen, n.e.g.",Production of vehicles,Automotive
"31001",Vervaardiging van kantoor- en winkelmeubelen,Furniture production & repair,Furniture & decoration
"31002",Vervaardiging van keukenmeubelen,Furniture production & repair,Furniture & decoration
"31003",Vervaardiging van matrassen,Furniture production & repair,Furniture & decoration
"31004","Vervaardiging van eetkamer-, zitkamer-, slaapkamer- en badkamermeubelen",Furniture production & repair,Furniture & decoration
"31009","Vervaardiging van andere meubelen, n.e.g.",Furniture production & repair,Furniture & decoration
"32121",Bewerken van diamant,Diamond trade & processing,Luxury
"32122",Bewerken van edelstenen (m.u.v. diamant) en van halfedelstenen,Jewelry,Luxury
"32123",Vervaardiging van sieraden,Jewelry,Luxury
"32124",Vervaardiging van edelsmeedwerk,Jewelry,Luxury
"32129","Vervaardiging van overige artikelen van edele metalen, n.e.g.",Jewelry,Luxury
"32130",Vervaardiging van imitatiesieraden en dergelijke artikelen,Jewelry,Luxury
"32200",Vervaardiging van muziekinstrumenten,Other arts & events,Arts & events
"32300",Vervaardiging van sportartikelen,"Production, retail and rental of sports material",Sports
"32400",Vervaardiging van spellen en speelgoed,"Retail, rental & repair of electronic consumer appliances",Retail
"32500",Vervaardiging van medische en tandheelkundige instrumenten en benodigdheden,Medical appliances,Healthcare
"32910",Vervaardiging van borstelwaren,Other,Other
"32990","Overige industrie, n.e.g.",Other industry,Industry
"33110",Reparatie en onderhoud van producten van metaal,Steelworking,Metallurgy
"33120",Reparatie en onderhoud van machines,Installation & maintenance of industrial machinery,Industry
"33130",Reparatie en onderhoud van elektronische en optische apparatuur,Other electronics,Electronics & Electrical goods
"33140",Reparatie en onderhoud van elektrische apparatuur,Other electronics,Electronics & Electrical goods
"33150",Reparatie en onderhoud van civiele schepen,Other transport & logistics,Transport & logistics
"33160",Reparatie en onderhoud van civiele lucht- en ruimtevaartuigen,Other transport & logistics,Transport & logistics
"33170",Reparatie en onderhoud van andere civiele transportmiddelen,Other transport & logistics,Transport & logistics
"33180","Reparatie en onderhoud van militaire gevechtsvoertuigen, schepen, lucht- en ruimtevaartuigen",Other transport & logistics,Transport & logistics
"33190",Reparatie en onderhoud van andere apparatuur,Other,Other
"33200","Installatie van industriële machines, toestellen en werktuigen",Installation & maintenance of industrial machinery,Industry
"35110",Productie van elektriciteit uit niet-hernieuwbare bronnen,Electricity production & distribution,Utility
"35120",Productie van elektriciteit uit hernieuwbare bronnen,Electricity production & distribution,Utility
"35130",Transmissie van elektriciteit,Electricity production & distribution,Utility
"35140",Distributie van elektriciteit,Electricity production & distribution,Utility
"35150",Handel in elektriciteit,Electricity production & distribution,Utility
"35160",Opslag van elektriciteit,Electricity production & distribution,Utility
"35210",Productie van gas,Gas production & distribution,Utility
"35220",Distributie van gasvormige brandstoffen via leidingen,Gas production & distribution,Utility
"35230",Handel in gas via leidingen,Gas production & distribution,Utility
"35240",Opslag van gas als onderdeel van netwerkleveringsdiensten,Gas production & distribution,Utility
"35300",Productie en distributie van stoom en gekoelde lucht,Other utility,Utility
"35400",Activiteiten van makelaars en agenten voor elektriciteit en aardgas,Electricity production & distribution,Utility
"36000","Winning, behandeling en distributie van water",Water distribution,Utility
"37000",Afvalwaterafvoer,Waste management,Utility
"38110",Inzameling van ongevaarlijk afval,Waste management,Utility
"38120",Inzameling van gevaarlijk afval,Waste management,Utility
"38210",Terugwinning van materialen uit afval,Waste management,Utility
"38220",Winning van energie uit afval,Waste management,Utility
"38230",Andere terugwinning uit afval,Waste management,Utility
"38310",Verbranding zonder energieterugwinning,Waste management,Utility
"38320",Storten of permanent opslaan,Waste management,Utility
"38330",Andere afvalverwijdering,Waste management,Utility
"39000",Sanering en ander afvalbeheer,Waste management,Utility
"42110",Bouw van autowegen en andere wegen,Infrastructure works,Construction
"42120",Bouw van boven- en ondergrondse spoorwegen,Infrastructure works,Construction
"42130",Bouw van bruggen en tunnels,Infrastructure works,Construction
"42211",Bouw van water- en gasdistributienetten,Infrastructure works,Construction
"42212",Bouw van rioleringen,Infrastructure works,Construction
"42219","Bouw van civieltechnische werken voor vloeistoffen, n.e.g.",Infrastructure works,Construction
"41002",Algemene bouw van kantoorgebouwen,Ground works and shell construction,Construction
"41003",Algemene bouw van andere niet-residentiële gebouwen,Ground works and shell construction,Construction
"42220",Bouw van civieltechnische werken voor elektriciteit en telecommunicatie,Infrastructure works,Construction
"42911",Baggerwerken,Infrastructure works,Construction
"42919","Waterbouw, m.u.v. baggerwerken",Infrastructure works,Construction
"42990","Bouw van andere civieltechnische werken, n.e.g.",Infrastructure works,Construction
"43110",Slopen,General Construction,Construction
"43130",Proefboren en boren,Other construction,Construction
"43212",Elektrotechnische installatiewerken van nijverheidsinrichtingen,Technical systems in building,Construction
"43214",Installatie van elektronische beveiligingssystemen,Technical systems in building,Construction
"43230",Installatie van isolatie,General Construction,Construction
"43240",Overige bouwinstallatie,Technical systems in building,Construction
"43331",Plaatsen van vloer- en wandtegels,Construction Finishing,Construction
"43332",Plaatsen van vloerbedekking en wandbekleding van hout,Construction Finishing,Construction
"43333",Plaatsen van behang en vloerbedekking en wandbekleding van andere materialen,Construction Finishing,Construction
"43350",Overige werkzaamheden in verband met de afwerking van gebouwen,Construction Finishing,Construction
"43421",Waterdichtingswerken van muren,Other construction,Construction
"43422",Chapewerken,Construction Finishing,Construction
"43429","Overige gespecialiseerde bouwactiviteiten in de constructie van gebouwen, n.e.g.",Other construction,Construction
"43500",Gespecialiseerde bouwactiviteiten op het gebied van weg- en waterbouw,Infrastructure works,Construction
"46460",Groothandel in farmaceutische en medische artikelen,Wholesale of pharmaceutics,Pharmaceutics
"43120",Bouwrijp maken van terreinen,Ground works and shell construction,Construction
"43211",Algemene elektrotechnische installatiewerken,Electricians,Construction
"43223","Installatie van verwarming, klimaatregeling, koeling en ventilatie aangedreven door andere energiebronnen dan elektriciteit",Plumbers,Construction
"43221",Sanitaire werkzaamheden,Plumbers,Construction
"43343",Glaszetten,Exterior carpentry,Construction
"43320",Schrijnwerk,Interior carpentry,Construction
"43310",Stukadoorswerk,Pasterers,Construction
"43341",Schilderen van gebouwen,Painters,Construction
"43342",Schilderen van civieltechnische werken,Painters,Construction
"43600",Bemiddelingsactiviteiten in verband met gespecialiseerde bouwnijverheid,Other retail,Retail
"43990","Overige gespecialiseerde bouwactiviteiten, n.e.g.",Construction maintenance,Construction
"46110","Handelsbemiddeling in de groothandel in landbouwgrondstoffen, levende dieren en textielgrondstoffen en halffabricaten",Trade of agricultural products,Agriculture
"46120","Handelsbemiddeling in de groothandel in brandstoffen, ertsen, metalen en chemische producten",Trade in chemical products,Chemistry & petrol
"46130",Handelsbemiddeling in de groothandel in hout en bouwmaterialen,Wholesale of construction material,Construction
"46140","Handelsbemiddeling in de groothandel in machines, apparaten en werktuigen voor de industrie en in schepen en luchtvaartuigen",Wholesale of industrial machinery,Industry
"46150","Handelsbemiddeling in de groothandel in meubelen, huishoudelijke artikelen en ijzerwaren",Other retail,Retail
"46160","Handelsbemiddeling in de groothandel in textiel, kleding, bont, schoeisel en lederwaren",Wholesale of textile & textile products,Textile
"46170",Handelsbemiddeling in de groothandel in voedings- en genotmiddelen,Food & beverages trade & wholesale,Food & beverages
"46180",Handelsbemiddeling in de groothandel in andere specifieke goederen,Retail & maintenance of vehicles,Automotive
"46190",Handelsbemiddeling in de niet-gespecialiseerde groothandel,Other retail,Retail
"46211",Groothandel in granen en zaden,Supporting services or goods for agriculture,Agriculture
"46212",Groothandel in veevoeders,Supporting services or goods for agriculture,Agriculture
"46213",Groothandel in ruwe plantaardige en dierlijke oliën en vetten,Trade of agricultural products,Agriculture
"46214",Groothandel in andere akkerbouwproducten,Trade of agricultural products,Agriculture
"46215",Groothandel in ruwe tabak,Trade of agricultural products,Agriculture
"46216","Groothandel in akkerbouwproducten en veevoeders, algemeen assortiment",Supporting services or goods for agriculture,Agriculture
"46220",Groothandel in bloemen en planten,Trade of agricultural products,Agriculture
"46231",Groothandel in levend vee,Trade of agricultural products,Agriculture
"46232","Groothandel in levende dieren, m.u.v. levend vee",Trade of agricultural products,Agriculture
"46240","Groothandel in huiden, vellen en leer",Trade of agricultural products,Agriculture
"46311",Groothandel in consumptieaardappelen,Trade of agricultural products,Agriculture
"46471",Groothandel in huismeubilair,Furniture wholesale & retail,Furniture & decoration
"46319","Groothandel in groenten en fruit, m.u.v. consumptieaardappelen",Food & beverages trade & wholesale,Food & beverages
"46321","Groothandel in vlees en vleesproducten, uitgezonderd vlees van wild en van gevogelte",Food & beverages trade & wholesale,Food & beverages
"46322",Groothandel in vlees van wild en van gevogelte,Food & beverages trade & wholesale,Food & beverages
"46323",Groothandel in vis en schaal- en weekdieren,Food & beverages trade & wholesale,Food & beverages
"46331",Groothandel in zuivelproducten en eieren,Food & beverages trade & wholesale,Food & beverages
"46332",Groothandel in spijsoliën en -vetten,Food & beverages trade & wholesale,Food & beverages
"46341",Groothandel in wijnen en geestrijke dranken,Food & beverages trade & wholesale,Food & beverages
"46349","Groothandel in dranken, algemeen assortiment",Food & beverages trade & wholesale,Food & beverages
"46350",Groothandel in tabaksproducten,Food & beverages trade & wholesale,Food & beverages
"46360","Groothandel in suiker, chocolade en suikerwerk",Food & beverages trade & wholesale,Food & beverages
"46370","Groothandel in koffie, thee, cacao en specerijen",Food & beverages trade & wholesale,Food & beverages
"46381",Groothandel in aardappelproducten,Food & beverages trade & wholesale,Food & beverages
"46382",Groothandel in voedsel voor huisdieren,Animal food,Animal care
"46389","Groothandel in andere voedingsmiddelen, n.e.g.",Food & beverages trade & wholesale,Food & beverages
"46391",Niet-gespecialiseerde groothandel in diepgevroren voedingsmiddelen,Food & beverages trade & wholesale,Food & beverages
"46392","Niet-gespecialiseerde groothandel in niet-diepgevroren voedingsmiddelen, dranken en genotmiddelen",Food & beverages trade & wholesale,Food & beverages
"46411","Groothandel in weefsels, stoffen en fournituren",Wholesale of textile & textile products,Textile
"46412",Groothandel in huishoudtextiel en beddengoed,Wholesale of textile & textile products,Textile
"46419",Groothandel in overig textiel,Wholesale of textile & textile products,Textile
"46421",Groothandel in werkkleding,Wholesale of textile & textile products,Textile
"46422",Groothandel in onderkleding,Wholesale of textile & textile products,Textile
"46423","Groothandel in kleding, met uitzondering van werk- en onderkleding",Wholesale of textile & textile products,Textile
"46424",Groothandel in kledingaccessoires,Wholesale of textile & textile products,Textile
"46425",Groothandel in schoeisel,Wholesale of textile & textile products,Textile
"46431",Groothandel in elektrische huishoudelijke apparaten en audio- en videoapparatuur,"Retail, rental & repair of electronic consumer appliances",Retail
"46432",Groothandel in foto- en filmapparatuur en in andere optische artikelen,Other electronics,Electronics & Electrical goods
"46441",Groothandel in porselein en glaswerk,Other interior decoration,Furniture & decoration
"46442",Groothandel in reinigingsmiddelen,Wholesale,Other
"46450",Groothandel in parfumerieën en cosmetica,Cosmetics,Luxury
"51210",Goederenvervoer door de lucht,Other transport & logistics,Transport & logistics
"46472",Groothandel in kantoor- en winkelmeubelen,Furniture wholesale & retail,Furniture & decoration
"46473",Groothandel in tapijten,Other interior decoration,Furniture & decoration
"46474",Groothandel in verlichtingsapparatuur,Lighting,Electronics & Electrical goods
"46480",Groothandel in uurwerken en sieraden,Jewelry,Luxury
"46491","Groothandel in kranten, boeken en tijdschriften",Newspapers & magazines,Media
"46492",Groothandel in kantoor- en schoolbenodigdheden,Office supplies,Business services
"46493",Groothandel in papier- en kartonwaren,Paper industry,Chemistry & petrol
"46494",Groothandel in niet-elektrische huishoudelijke artikelen,Wholesale,Other
"46495",Groothandel in fietsen,"Production, retail and rental of sports material",Sports
"46496","Groothandel in sport- en kampeerartikelen, met uitzondering van fietsen","Production, retail and rental of sports material",Sports
"46497",Groothandel in spellen en speelgoed,Other retail,Retail
"46498",Groothandel in lederwaren en reisartikelen,Wholesale of textile & textile products,Textile
"46499","Groothandel in andere consumentenartikelen, n.e.g.",Other electronics,Electronics & Electrical goods
"46500",Groothandel in informatie- en communicatieapparatuur,"Retail, repair and maintenance of ICT equipment",ICT
"46610","Groothandel in machines, werktuigen en toebehoren voor de landbouw",Supporting services or goods for agriculture,Agriculture
"46630","Groothandel in machines voor de mijnbouw, de bouwnijverheid en de weg- en waterbouw",Wholesale of industrial machinery,Industry
"46641",Groothandel in machines voor de productie van voedings- en genotmiddelen,Wholesale of industrial machinery,Industry
"46642",Groothandel in verpakkingsmachines en weegtoestellen,Wholesale of industrial machinery,Industry
"46643","Groothandel in elektrisch materiaal, inclusief installatiemateriaal",Electrical installation goods,Electronics & Electrical goods
"46644","Groothandel in hijs-, hef- en transportwerktuigen",Wholesale of industrial machinery,Industry
"46645",Groothandel in pompen en compressoren,Wholesale of industrial machinery,Industry
"46646","Groothandel in meet-, controle- en navigatieinstrumenten",Wholesale of industrial machinery,Industry
"46647","Groothandel in machines en apparaten voor de warmte-, koel- en vriestechniek voor industrieel gebruik",Technical systems in building,Construction
"46648",Groothandel in machines voor de textielindustrie en in naai- en breimachines,Wholesale of industrial machinery,Industry
"46649","Groothandel in andere machines en werktuigen, n.e.g.",Wholesale of industrial machinery,Industry
"46711","Groothandel in auto's en lichte bestelwagens (<= 3,5 ton)",Retail & maintenance of vehicles,Automotive
"46712","Groothandel in andere motorvoertuigen (> 3,5 ton)",Retail & maintenance of vehicles,Automotive
"46713","Groothandel in aanhangwagens, opleggers en caravans",Retail & maintenance of vehicles,Automotive
"46720",Groothandel in delen en toebehoren van motorvoertuigen,Technical vehicle maintenance,Automotive
"46730","Groothandel in motorfietsen, delen en toebehoren van motorfietsen",Retail & maintenance of vehicles,Automotive
"46810","Groothandel in vaste, vloeibare en gasvormige brandstoffen en aanverwante producten",Trade in petrol products,Chemistry & petrol
"46820",Groothandel in metalen en metaalertsen,Other metallurgy,Metallurgy
"46831","Groothandel in bouwmaterialen, algemeen assortiment",Wholesale of construction material,Construction
"46832",Groothandel in hout,Wholesale of wood,Wood
"46833","Groothandel in behang, verf en woningtextiel",Other interior decoration,Furniture & decoration
"46834",Groothandel in vlakglas,Wholesale of construction material,Construction
"46835",Groothandel in vloer- en wandtegels,Wholesale of construction material,Construction
"46836",Groothandel in sanitair,Wholesale of construction material,Construction
"46839",Groothandel in overige bouwmaterialen,Wholesale of construction material,Construction
"46841",Groothandel in ijzerwaren,Wholesale of construction material,Construction
"46842",Groothandel in installatiemateriaal voor loodgieterswerk en verwarming,Wholesale of construction material,Construction
"46851",Groothandel in chemische producten voor industrieel gebruik,Trade in chemical products,Chemistry & petrol
"46852",Groothandel in kunstmeststoffen en andere agrochemische producten,Supporting services or goods for agriculture,Agriculture
"46861",Groothandel in diamant en andere edelstenen,Diamond trade & processing,Luxury
"46869","Groothandel in andere intermediaire producten, n.e.g.",Wholesale,Other
"46871",Groothandel in autosloopmateriaal,Other automotive,Automotive
"46872",Groothandel in ijzer- en staalschroot en in oude non-ferrometalen,Metal recycling & scrap,Metallurgy
"46879","Groothandel in afval en schroot, n.e.g.",Waste management,Utility
"46890","Overige gespecialiseerde groothandel, n.e.g.",Wholesale,Other
"46900",Niet-gespecialiseerde groothandel,Wholesale,Other
"47110",Niet-gespecialiseerde detailhandel waarbij voedings- en genotmiddelen overheersen,Supermarkets & groceries,Retail
"47120",Overige niet-gespecialiseerde detailhandel,Other retail,Retail
"47210",Detailhandel in groenten en fruit,Supermarkets & groceries,Retail
"47221","Detailhandel in vlees en vleesproducten, m.u.v. vlees van wild en van gevogelte",Meat processing,Food & beverages
"47222",Detailhandel in vlees van wild en van gevogelte,Meat processing,Food & beverages
"47230",Detailhandel in vis en schaal- en weekdieren,Other food & beverages,Food & beverages
"47241",Detailhandel in brood en banketbakkerswerk (koude bakkers),Bakeries,Food & beverages
"47242",Detailhandel in chocolade en suikerwerk,Bakeries,Food & beverages
"47251",Detailhandel in wijnen en geestrijke dranken,Beverages,Food & beverages
"47252","Detailhandel in dranken, algemeen assortiment",Beverages,Food & beverages
"47260",Detailhandel in tabaksproducten,Other retail,Retail
"47271",Detailhandel in zuivelproducten en eieren,Supermarkets & groceries,Retail
"47279","Overige detailhandel in voedingsmiddelen, n.e.g.",Supermarkets & groceries,Retail
"47300",Detailhandel in motorbrandstoffen,Trade in petrol products,Chemistry & petrol
"47400",Detailhandel in ICT-apparatuur,"Retail, repair and maintenance of ICT equipment",ICT
"47511",Detailhandel in kledingstoffen,"Retail of shoes, cloths & accessories",Retail
"47512",Detailhandel in huishoudtextiel en beddengoed,Other retail,Retail
"47513","Detailhandel in breigarens, handwerken en fournituren","Retail of shoes, cloths & accessories",Retail
"47519",Detailhandel in overig textiel,"Retail of shoes, cloths & accessories",Retail
"47521","Detailhandel in ijzerwaren, bouwmaterialen, verf en glas (algemeen assortiment)",Retail of construction material,Construction
"47522",Detailhandel in houten bouw- en tuinmaterialen,Retail of construction material,Construction
"47523",Detailhandel in wand- en vloertegels,Retail of construction material,Construction
"47524","Detailhandel in parket-, laminaat- en kurkvloeren",Retail of construction material,Construction
"47525",Detailhandel in ijzerwaren en gereedschappen,Retail of construction material,Construction
"47526",Detailhandel in verf en verfwaren,Retail of construction material,Construction
"47527",Detailhandel in sanitaire artikelen en sanitair installatiemateriaal,Retail of construction material,Construction
"47529","Detailhandel in overige bouwmaterialen, n.e.g.",Retail of construction material,Construction
"47530",Detailhandel in tapijten en andere vloerbedekking en wandbekleding,Retail of construction material,Construction
"47540",Detailhandel in elektrische huishoudapparaten,"Retail, rental & repair of electronic consumer appliances",Retail
"47551",Detailhandel in huismeubilair,Furniture wholesale & retail,Furniture & decoration
"47552",Detailhandel in verlichtingsartikelen,Lighting,Electronics & Electrical goods
"47553","Detailhandel in glas-, porselein- en aardewerk en in niet-elektrische huishoudelijke artikelen",Other interior decoration,Furniture & decoration
"47554",Detailhandel in babyartikelen (algemeen assortiment),Other retail,Retail
"47559","Detailhandel in andere huishoudelijke artikelen, n.e.g.",Other retail,Retail
"47610",Detailhandel in boeken,Retail of books and office supplies,Retail
"47621",Detailhandel in kranten en andere tijdschriften,Retail of books and office supplies,Retail
"47622",Detailhandel in kantoorbehoeften,Retail of books and office supplies,Retail
"47631",Detailhandel in wapens en munitie,Other retail,Retail
"47632",Detailhandel in fietsen,"Production, retail and rental of sports material",Sports
"47639",Detailhandel in overige sportartikelen,"Production, retail and rental of sports material",Sports
"47640",Detailhandel in spellen en speelgoed,Other retail,Retail
"47690","Detailhandel in cultuur- en recreatieartikelen, n.e.g.",Other retail,Retail
"47711",Detailhandel in damesbovenkleding,"Retail of shoes, cloths & accessories",Retail
"47712",Detailhandel in herenbovenkleding,"Retail of shoes, cloths & accessories",Retail
"47713",Detailhandel in baby- en kinderbovenkleding,"Retail of shoes, cloths & accessories",Retail
"47714","Detailhandel in onderkleding, lingerie en strand- en badkleding","Retail of shoes, cloths & accessories",Retail
"47715",Detailhandel in kledingaccessoires,"Retail of shoes, cloths & accessories",Retail
"47716","Detailhandel in dames-, heren-, baby- en kinderboven- en onderkleding en kledingaccessoires (algemeen assortiment)","Retail of shoes, cloths & accessories",Retail
"47721",Detailhandel in schoeisel,"Retail of shoes, cloths & accessories",Retail
"47722",Detailhandel in lederwaren en reisartikelen,"Retail of shoes, cloths & accessories",Retail
"47730",Detailhandel in farmaceutische producten,Pharmacies,Pharmaceutics
"47741","Detailhandel in medische en orthopedische artikelen, m.u.v. corrigerende brillen, lenzen en zonnebrillen",Medical supplies,Healthcare
"47750",Detailhandel in cosmetica en toiletartikelen,Cosmetics,Luxury
"47761","Detailhandel in bloemen, planten, zaden en kunstmeststoffen",Plants & flowers,Retail
"47762","Detailhandel in huisdieren, voer voor huisdieren en benodigdheden daarvoor",Animal food,Animal care
"47770",Detailhandel in uurwerken en sieraden,Jewelry,Luxury
"47781","Detailhandel in vaste, vloeibare en gasvormige brandstoffen, m.u.v. motorbrandstoffen",Other retail,Retail
"47782","Detailhandel in fotografische en optische artikelen en in precisieinstrumenten, m.u.v. corrigerende brillen, lenzen en zonnebrillen",Photography,Arts & events
"47783",Detailhandel in drogisterijartikelen en onderhoudsproducten,Other retail,Retail
"47784",Detailhandel in souvenirs en religieuze artikelen,Other retail,Retail
"47789",Overige detailhandel in nieuwe artikelen n.e.g.,Other retail,Retail
"47791",Detailhandel in antiquiteiten,Other interior decoration,Furniture & decoration
"47792",Detailhandel in tweedehandskleding,"Retail of shoes, cloths & accessories",Retail
"47793","Detailhandel in andere tweedehandsgoederen, m.u.v. tweedehandskleding",Other retail,Retail
"47811","Detailhandel in auto's en lichte bestelwagens (<= 3,5 ton)",Retail & maintenance of vehicles,Automotive
"47812","Detailhandel in andere motorvoertuigen (> 3,5 ton)",Retail & maintenance of vehicles,Automotive
"47813","Detailhandel in aanhangwagens, opleggers en caravans",Retail & maintenance of vehicles,Automotive
"47820",Detailhandel in onderdelen en accessoires van motorvoertuigen,Technical vehicle maintenance,Automotive
"47830","Detailhandel in motorrijwielen, delen en toebehoren van motorrijwielen",Retail & maintenance of vehicles,Automotive
"47910",Bemiddelingsactiviteiten in verband met de niet-gespecialiseerde detailhandel,Other retail,Retail
"47920",Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel,Other retail,Retail
"49110",Personenvervoer per trein,Transport of people,Transport & logistics
"49120",Personenvervoer per spoor anders dan per trein,Transport of people,Transport & logistics
"49200",Goederenvervoer per spoor,Non-road transport of goods,Transport & logistics
"49310",Personenvervoer over de weg volgens dienstregeling,Transport of people,Transport & logistics
"49320",Personenvervoer over de weg zonder dienstregeling,Transport of people,Transport & logistics
"49330",Diensten voor personenvervoer op aanvraag per voertuig met chauffeur,Transport of people,Transport & logistics
"49340",Personenvervoer met kabelbanen en skiliften,Transport of people,Transport & logistics
"49390","Overig personenvervoer te land, n.e.g.",Transport of people,Transport & logistics
"49410",Goederenvervoer over de weg,Road transport of goods,Transport & logistics
"49420",Verhuisactiviteiten,Other transport & logistics,Transport & logistics
"49500",Vervoer via pijpleidingen,Other utility,Utility
"50100",Personenvervoer over zee- en kustwateren,Transport of people,Transport & logistics
"50200",Goederenvervoer over zee- en kustwateren,Non-road transport of goods,Transport & logistics
"50300",Personenvervoer over binnenwateren,Transport of people,Transport & logistics
"50400",Goederenvervoer over binnenwateren,Non-road transport of goods,Transport & logistics
"51100",Personenvervoer door de lucht,Other transport & logistics,Transport & logistics
"52210",Diensten in verband met vervoer te land,Road transport of goods,Transport & logistics
"52220",Diensten in verband met vervoer over water,Non-road transport of goods,Transport & logistics
"52230",Diensten in verband met de luchtvaart,Non-road transport of goods,Transport & logistics
"52241",Vrachtbehandeling in zeehavens,Non-road transport of goods,Transport & logistics
"52249","Overige vrachtbehandeling, exclusief in zeehavens",Non-road transport of goods,Transport & logistics
"52250",Logistieke diensten,Other transport & logistics,Transport & logistics
"52260",Andere vervoerondersteunende activiteiten,Other transport & logistics,Transport & logistics
"52310",Bemiddelingsactiviteiten in verband met goederenvervoer,Road transport of goods,Transport & logistics
"52320",Bemiddelingsactiviteiten in verband met personenvervoer,Transport of people,Transport & logistics
"53100",Postdiensten in het kader van de universele dienstverplichting,Postal & courrier services,Transport & logistics
"53200",Overige posterijen en koeriers,Postal & courrier services,Transport & logistics
"53300",Bemiddelingsactiviteiten in verband met post- en koeriersdiensten,Other transport & logistics,Transport & logistics
"55100",Hotels en dergelijke accommodatie,Hotels & rooms,Hospitality
"55201",Jeugdherbergen en jeugdverblijfcentra,Hotels & rooms,Hospitality
"55202",Vakantieparken,Hotels & rooms,Hospitality
"55203","Gites, vakantiewoningen en -appartementen",Hotels & rooms,Hospitality
"55204",Gastenkamers,Hotels & rooms,Hospitality
"55209","Vakantieverblijven en andere accommodatie voor kort verblijf, n.e.g.",Hotels & rooms,Hospitality
"55300",Kampeer- en caravanterreinen,Other hospitality,Hospitality
"55400",Bemiddelingsactiviteiten in verband met accommodatie,Touristic services,Hospitality
"55900",Overige accommodatie,Other hospitality,Hospitality
"56111",Activiteiten van eetgelegenheden met volledige bediening,Restaurants,Hospitality
"56112","Activiteiten van eetgelegenheden met beperkte bediening, m.u.v. mobiele eetgelegenheden",Snack bars,Hospitality
"56120",Activiteiten van mobiele eetgelegenheden,Catering Services,Hospitality
"56210",Catering van evenementen,Catering Services,Hospitality
"56220",Cateringdiensten op contractbasis en overige diensten in verband met maaltijden,Snack bars,Hospitality
"56301",Cafés en bars,Bars,Hospitality
"56302","Discotheken, dancings en dergelijke",Event management & services,Arts & events
"56309",Andere drinkgelegenheden,Bars,Hospitality
"56400",Bemiddelingsactiviteiten in verband met eet- en drinkgelegenheden,Catering Services,Hospitality
"58130",Uitgeven van tijdschriften,Newspapers & magazines,Media
"58190","Overige activiteiten van uitgeverijen, met uitzondering van het uitgeven van software",Publisher,Media
"58210",Uitgeven van computerspellen,Software development,ICT
"58290",Uitgeven van overige software,Software development,ICT
"59111",Productie van bioscoopfilms,Film & TV production,Media
"59112",Productie van televisiefilms,Film & TV production,Media
"59113","Productie van video en film, m.u.v. bioscoop- en televisiefilms",Film & TV production,Media
"59114",Productie van televisieprogramma's,Film & TV production,Media
"59120",Activiteiten in verband met films en video- en televisieprogramma’s na de productie,Film & TV production,Media
"59130",Activiteiten op het gebied van de distributie van films en video’s,Musical performances & production,Media
"59140",Vertoning van films,Film & TV production,Media
"59201",Maken van geluidsopnamen,Musical performances & production,Media
"59202",Geluidsopnamestudio's,Musical performances & production,Media
"59203",Uitgeverijen van muziekopnamen,Musical performances & production,Media
"59209",Overige diensten in verband met het maken van geluidsopnamen,Musical performances & production,Media
"60100",Uitzenden van radioprogramma’s en distributie van audio,Other Media,Media
"60200",Samenstellen en uitzenden van televisieprogramma’s en distributie van video’s,Film & TV production,Media
"60310",Activiteiten van persagentschappen,Newspapers & magazines,Media
"60390",Andere activiteiten op het gebied van de verspreiding van inhoud,Telecom,ICT
"61100",Draadgebonden en draadloze telecommunicatie en telecommunicatie via satelliet,Telecom,ICT
"61200",Wederverkoop van telecommunicatie en bemiddelingsactiviteiten in verband met telecommunicatie,Telecom,ICT
"61900",Overige activiteiten op het gebied van telecommunicatie,Telecom,ICT
"62100",Ontwerpen van computerprogramma’s,Software development,ICT
"62200",Activiteiten op het gebied van computerconsultancy en beheer van computerfaciliteiten,IT Consultancy,ICT
"62900",Overige diensten op het gebied van informatietechnologie en computer,Other ICT,ICT
"63100","Computerinfrastructuur, gegevensverwerking, hosting en aanverwante activiteiten",Other ICT,ICT
"63910",Activiteiten van webportalen,Software development,ICT
"79909",Overige reserveringsactiviteiten,Touristic services,Hospitality
"63920",Overige dienstverlenende activiteiten op het gebied van informatie,Other Business Services,Business services
"64110",Activiteiten van centrale banken,Banking & equity management,Financial services
"64190",Overige activiteiten van geldscheppende financiële instellingen,Other financial services,Financial services
"64210",Activiteiten van holdings,Holdings,Other
"64220",Activiteiten van financieringskanalen,Other financial services,Financial services
"64310",Activiteiten van geldmarkt- en niet-geldmarktbeleggingsfondsen,Banking & equity management,Financial services
